TR_SNP	TR_DEL	TR_INS	NON_TR_SNP	NON_TR_DEL	NON_TR_INS
HG01631	119385	110205	63186	3328361	149698	134704
HG01632	119855	110877	63721	3346838	151037	135204
HG01668	113428	110499	62365	3350280	151071	135548
HG01669	113437	110337	62475	3372789	151143	136199
HG01670	113044	109713	62184	3326291	149317	134793
HG01672	112879	109935	62188	3322492	148763	134229
HG01673	116536	109740	63050	3328016	149389	134456
HG01675	116246	109401	62609	3320229	148567	133803
HG01676	116835	109707	63133	3334033	149960	135137
HG01678	117180	110612	62910	3340836	150307	135499
HG01679	116530	109093	62479	3304429	148355	133447
HG01680	117371	109970	62966	3335761	150533	135142
HG01682	115413	110355	63274	3340558	150065	135041
HG01684	116179	109933	63118	3336589	150201	134962
HG01685	116027	110669	63419	3359309	150666	136152
HG01686	115712	110191	63330	3340959	149782	134991
HG01694	116404	109791	62773	3354556	150180	135617
HG01695	117207	110119	62946	3365906	151252	135553
HG01697	117914	109377	63027	3359986	150912	135453
HG01699	116789	109363	62678	3336953	150073	134746
HG01700	114773	109076	62545	3297586	148678	133536
HG01702	115699	109090	62925	3309634	148796	133698
HG01704	116835	111808	63371	3370549	151676	136114
HG01705	117024	111663	63745	3381733	151190	136477
HG01707	114695	110979	62980	3347613	150446	134962
HG01708	117021	112229	63405	3369149	151566	135848
HG01709	116707	111726	63504	3358457	151153	135716
HG01710	116541	111779	63510	3367447	151247	136582
HG01746	116164	111383	63243	3339501	149766	135070
HG01747	116022	111242	62961	3330665	149746	134464
HG01756	124039	113086	64322	3371455	152504	136144
HG01757	123848	113538	64241	3370651	152083	136035
HG01761	123250	113056	63980	3355605	152095	135742
HG01762	123367	112419	63660	3335832	150119	134826
HG01765	115733	109891	63348	3350739	151129	135637
HG01766	116949	110773	63304	3362216	151336	135623
HG01767	117527	111469	63641	3355985	151850	135795
HG01768	116321	110065	63565	3358637	151063	135305
HG01770	119857	110844	63473	3332135	150124	134441
HG01771	121914	110956	63544	3347780	150486	135277
HG01773	113907	109042	63102	3344888	150159	135049
HG01775	113785	108470	62892	3343087	149878	134922
HG01776	110590	107190	62478	3316629	148659	134213
HG01777	119093	111317	63812	3362347	151354	135948
HG01779	117776	110005	63245	3355196	150734	135799
HG01781	118192	109856	63144	3350122	150821	135367
HG01783	118264	110160	63189	3346762	150639	134693
HG01784	122584	111177	63899	3364091	151424	135715
HG01785	110852	109337	62508	3324919	149732	134368
HG01786	110279	108879	62332	3320391	149002	134252
HG01789	113507	110324	62304	3326835	150002	134809
HG01790	113891	110374	61970	3313163	148641	133842
HG01791	112999	110513	62280	3313350	148899	134036
HG01794	114472	109175	63212	3311384	148590	134305
HG01795	117710	111189	63693	3339285	150746	135273
HG01796	116489	109803	63124	3318808	149370	134180
HG01797	117582	110151	63534	3325316	149826	134390
HG01798	116871	110396	63647	3329773	150203	134584
HG01799	116604	109949	63473	3310781	148388	133989
HG01800	115843	109613	63033	3287481	147738	133457
HG01801	116514	110091	63327	3329291	149604	134348
HG01802	116827	110211	63549	3345914	150047	135101
HG01804	116893	110749	63706	3337592	150083	135217
HG01805	117378	110543	63584	3336085	150015	135043
HG01806	116845	110684	63486	3327896	149491	134422
HG01807	117601	110846	63530	3333111	149935	134894
HG01808	116299	109951	63163	3330552	149360	135032
HG01809	116224	110004	63357	3309356	148808	133858
HG01810	116538	109924	62973	3317895	148934	134077
HG01811	117102	110435	63184	3314292	149155	134163
HG01812	117096	110235	63438	3319874	149170	134967
HG01813	116837	110374	63255	3321912	148739	134435
HG01815	117903	111263	63854	3348559	150326	135532
HG01816	112376	106769	61571	3213143	144507	130169
HG01817	116459	109989	63157	3324926	149806	135068
HG01840	115773	110367	63553	3341299	150680	135607
HG01841	114711	109993	63431	3314598	148830	134392
HG01842	115716	110635	63789	3340839	149976	135426
HG01843	115373	110040	63430	3325966	149199	135110
HG01844	117163	110884	63516	3334364	149690	135005
HG01845	117699	110304	63755	3336831	150191	135397
HG01846	117057	110096	63445	3334852	149595	135248
HG01847	116338	110546	63743	3321880	149410	134869
HG01848	116697	110186	63445	3335958	149731	134822
HG01849	116736	109953	63647	3325291	149883	134769
HG01850	116630	110454	63575	3344636	150619	135532
HG01851	117106	110090	63333	3326799	149810	134357
HG01852	117037	110835	63811	3344611	150081	135194
HG01853	116946	109926	63587	3328898	149703	134872
HG01855	116720	110113	63634	3339625	150168	135308
HG01857	117199	110076	63569	3338334	149788	134959
HG01858	116659	109762	63382	3329130	149260	134765
HG01859	116619	110139	63581	3324425	149639	134789
HG01860	116161	110363	63719	3330938	150287	135255
HG01861	115557	109548	63473	3322685	149584	134662
HG01862	115619	110880	63710	3338286	150124	135409
HG01863	115050	111411	63532	3325793	149903	134778
HG01864	115832	111678	63931	3347648	150712	135307
HG01865	116660	111818	63816	3333820	149971	134991
HG01866	113119	110127	63368	3323855	149312	134720
HG01867	115737	111713	63874	3339072	150235	135027
HG01868	115867	111548	63809	3332687	150499	135104
HG01869	116133	111475	63715	3338434	150071	135223
HG01870	122438	112923	64026	3332210	149949	134879
HG01871	124244	113757	64599	3356093	151844	136029
HG01872	123933	113129	64773	3358395	151924	135457
HG01873	125278	112980	64407	3339048	150632	135246
HG01874	123330	112530	64475	3350216	151299	135536
HG01878	123287	112680	64236	3357966	151903	135826
HG01879	136190	118609	66914	4018939	181116	159758
HG01880	133146	118491	67376	3896382	175405	154891
HG01882	139735	119255	67238	4082408	184090	162008
HG01883	138233	118998	67179	4025843	182130	160025
HG01885	138750	120082	67322	4086602	183808	162139
HG01886	145528	121848	68208	4057245	183339	161641
HG01889	146404	121080	68063	4103963	185960	163018
HG01890	143361	120414	67945	4047134	182725	161110
HG01892	118029	111118	63492	3367493	151353	136069
HG01893	120162	111758	64132	3450666	154954	139327
HG01894	137965	120818	66273	4052573	184150	161087
HG01896	136672	118276	66215	4052099	181970	161291
HG01912	137413	120560	66469	4049479	184638	161430
HG01914	137044	118657	66931	4010407	180471	159402
HG01915	137158	118652	66809	4052822	183073	161109
HG01917	115004	109065	62454	3271552	146715	132873
HG01918	115484	109776	62936	3284953	147302	132645
HG01920	113549	107774	61678	3198379	143506	130043
HG01921	115267	109799	62920	3277632	147258	132617
HG01923	112164	107480	61639	3213926	144328	130328
HG01924	119644	111787	64318	3448513	155237	139225
HG01926	111568	107936	61347	3181528	143492	129560
HG01927	112501	109235	62343	3234052	145508	131335
HG01932	112748	110123	62617	3271027	147354	132555
HG01933	117780	112688	64070	3427456	153720	138433
HG01935	114674	110666	62919	3288973	147977	133144
HG01936	115436	111239	63655	3350718	150246	135538
HG01938	112076	109328	61990	3206986	144199	130492
HG01939	115957	111311	63187	3319657	149583	134590
HG01941	113618	110575	62774	3321601	148923	134091
HG01942	114133	110540	63020	3265533	146993	132388
HG01944	117984	113275	64433	3362277	151638	136155
HG01945	114227	110706	62785	3284503	147742	133227
HG01947	115753	111574	63764	3356476	150916	136008
HG01948	120470	114866	65335	3539355	159017	142304
HG01950	114628	110466	63283	3329996	149589	134861
HG01951	113102	109223	62243	3243150	145809	131554
HG01953	120653	111714	62890	3276645	147756	132625
HG01954	119720	110714	62788	3252990	146904	132366
HG01956	138784	120929	67378	4081198	184308	162585
HG01958	136134	118359	66882	4025037	181826	159953
HG01961	108691	108231	60827	3196100	143337	129935
HG01965	114240	111700	63297	3413459	153608	137956
HG01967	122682	113223	64361	3341673	151148	135432
HG01968	119118	110295	62695	3227416	145408	131088
HG01970	117826	109510	62028	3200996	144230	129737
HG01971	128802	115773	65613	3519824	159311	141770
HG01973	123072	112923	63749	3325731	150366	134744
HG01974	121443	111684	63036	3257180	147119	132426
HG01976	123541	113121	64146	3339309	151079	135181
HG01977	120761	112368	63202	3289350	148256	133316
HG01979	120795	111370	63803	3313934	149405	134000
HG01980	122038	111453	63996	3339037	150388	134913
HG01982	115879	109817	62838	3292075	147319	133589
HG01985	138239	118721	66846	4063761	183473	161033
HG01986	138675	119114	66881	4037509	181712	160598
HG01988	95211	98902	58221	3171380	135191	127791
HG01989	97202	99674	58074	3242503	137379	130552
HG01990	139503	119078	67095	4069279	183778	161373
HG01991	120572	111299	63840	3318045	149685	133964
HG01992	118924	110010	62919	3262423	146540	132134
HG01997	114034	107966	62449	3250156	146611	132518
HG02002	114605	109181	62900	3300686	147961	133496
HG02003	114375	108036	62430	3284981	148134	133173
HG02006	128803	117139	66974	3768062	170371	150623
HG02008	117306	109933	63237	3303259	148983	133995
HG02009	143804	120396	67852	4042975	183171	160294
HG02010	142164	119977	67437	4030525	182293	160216
HG02012	139116	118650	66726	4053167	183025	161054
HG02013	139685	119252	67028	4092924	184162	162568
HG02014	146104	122275	68167	4049632	183993	160838
HG02016	114406	110974	62981	3333953	149704	134998
HG02017	115004	111275	62949	3323708	149239	134174
HG02019	114490	111137	62856	3334403	150748	135004
HG02020	116941	112131	62906	3336411	150304	135134
HG02023	115980	111731	63536	3350332	150639	135432
HG02025	121518	112989	64595	3343792	151253	135466
HG02026	122387	113649	64615	3345752	151485	135923
HG02028	112858	110259	63320	3325291	149545	134755
HG02029	115584	111836	63595	3337844	150399	134753
HG02031	113367	108327	63178	3340526	150088	135277
HG02032	117192	109590	63676	3333452	149827	134313
HG02035	116302	112017	63115	3341199	150369	135133
HG02040	115367	112345	63060	3341912	150175	134968
HG02047	115761	112354	62840	3333558	150583	135518
HG02048	123801	113232	64295	3349347	150990	135745
HG02049	123477	113166	64316	3357108	151470	135700
HG02050	117336	109950	63609	3337328	150246	135115
HG02051	139301	118653	66967	4083554	183735	162563
HG02052	140628	120341	67688	4078892	185089	161756
HG02053	139502	118818	67055	4085178	184204	161851
HG02054	133867	117182	66752	4039647	181926	160443
HG02057	123248	113739	64544	3363698	152329	136244
HG02058	120918	111933	64072	3350098	150873	135180
HG02060	115716	109922	63266	3325376	149473	134783
HG02061	115852	109786	63270	3323765	149386	134359
HG02064	115420	109901	63728	3337347	149785	134965
HG02067	115124	109894	63683	3338835	149929	135193
HG02069	123182	114166	64380	3363808	151802	135707
HG02070	122545	113637	64240	3346827	151405	135416
HG02072	123078	113511	64158	3358130	151858	136212
HG02073	122069	113594	64000	3338112	150728	135302
HG02075	122490	112118	64536	3369450	152389	136752
HG02076	120817	111160	64022	3338264	150583	135228
HG02078	122641	111708	64259	3339442	150430	135567
HG02079	122310	111576	64426	3356649	151632	135788
HG02081	115110	108949	63396	3340593	150345	135125
HG02082	115940	109470	63215	3326333	149697	134440
HG02084	114570	108984	63276	3336302	150176	134733
HG02085	116353	109827	63697	3329333	150003	134429
HG02086	115714	110126	63476	3347803	150763	135248
HG02087	114563	108345	63216	3335076	149939	134764
HG02088	113509	108193	63181	3328122	149700	134631
HG02089	116169	109604	63306	3339947	150258	135325
HG02090	117453	110230	63814	3462716	155064	139566
HG02095	140123	120321	67184	4071186	184114	161829
HG02102	115074	109624	62911	3275244	147224	133320
HG02104	113825	108081	62186	3253090	146393	131985
HG02105	108761	105298	61241	3209415	143745	129919
HG02107	149798	122629	68461	4116994	187382	162965
HG02108	134649	118312	67199	3997534	180247	159092
HG02111	137309	119485	67095	4069092	183809	162002
HG02113	115143	109098	63194	3318959	149483	134187
HG02116	114352	110397	63669	3339460	149976	135340
HG02121	119310	110370	64036	3352240	151062	135604
HG02122	119397	110818	63966	3347288	150581	135400
HG02127	118639	110256	63624	3328244	150390	134907
HG02128	119159	110325	63716	3331771	150490	135081
HG02130	114727	109319	63287	3317551	148944	134822
HG02131	115958	110127	63519	3358330	150394	135604
HG02133	115267	109440	63372	3329897	149462	135345
HG02134	116857	110394	63894	3339500	149876	135319
HG02136	114456	109051	63398	3318135	148852	134723
HG02137	115353	109406	63441	3313398	148887	134372
HG02138	116171	109568	63451	3336330	150175	135015
HG02139	114840	108984	63131	3331832	149997	135048
HG02140	115350	109051	63388	3345127	150454	135334
HG02141	115789	109488	63358	3346704	150960	135338
HG02142	119822	111136	63991	3352390	150780	135438
HG02143	135034	118527	66868	3997892	180029	158822
HG02144	138103	119756	66919	4061857	183368	161520
HG02146	111896	107463	61801	3206520	144337	129924
HG02147	114454	108393	62051	3231676	144946	131133
HG02150	111867	107479	61586	3209102	144543	130216
HG02151	116950	109868	63384	3328280	149209	134513
HG02152	112925	110042	62570	3304388	148294	134263
HG02153	112495	109949	62440	3305932	148710	134137
HG02154	116951	112514	62565	3302798	149656	134116
HG02155	114047	111182	62553	3310287	148942	134219
HG02156	113291	110523	62704	3316929	148963	134544
HG02164	113805	110546	62663	3318112	149463	134436
HG02165	113756	110763	62477	3325116	149500	134755
HG02166	113559	110551	62517	3314083	148912	134319
HG02168	110001	109077	62601	3310111	148483	134767
HG02169	110971	108635	62476	3283731	147450	133060
HG02170	111337	110149	62794	3329406	149366	134310
HG02173	109937	108838	62567	3288932	147514	132864
HG02176	111364	109335	62777	3305693	148682	133787
HG02178	113925	110861	62669	3322067	148937	134579
HG02179	118050	113266	63381	3347128	151493	135956
HG02180	118625	113468	63433	3344529	151462	135980
HG02181	115174	111246	62947	3345095	150029	135495
HG02182	114401	110453	62465	3318114	149409	134379
HG02184	113220	110641	62828	3316214	149262	134724
HG02185	113805	110733	62707	3317270	149663	134990
HG02186	114603	110900	62142	3316108	149198	134449
HG02187	113328	112541	62897	3335029	152802	135112
HG02188	112107	111389	62590	3309578	151380	134544
HG02190	114197	113253	62726	3336468	152514	134801
HG02215	115820	109701	62576	3295492	148457	133460
HG02219	112204	110138	63124	3342348	149738	135094
HG02220	111923	107925	62579	3335609	149260	134897
HG02221	112063	107639	62290	3305200	148576	133792
HG02223	112839	110155	62694	3332581	149273	134898
HG02224	111832	109633	62185	3304728	148580	133513
HG02230	112760	110224	62389	3324239	149036	134569
HG02231	114374	110563	62440	3328789	149973	134874
HG02232	116297	109610	62745	3334485	149359	134652
HG02233	117638	110698	63131	3352236	150795	136019
HG02235	113396	108761	62775	3341417	149914	134787
HG02236	112607	108015	62368	3325182	149018	134334
HG02238	117056	109976	63190	3340546	149608	135086
HG02239	118058	111288	63527	3366165	151152	135759
HG02250	117400	110268	63638	3332687	149878	135013
HG02252	113980	111632	62557	3326302	149884	134780
HG02253	112657	110726	62552	3332675	149707	135128
HG02255	134207	117251	66235	4040363	181948	160582
HG02256	132835	116567	66341	3970615	178178	157897
HG02259	112576	107304	61841	3216609	144574	130331
HG02260	116043	109002	62681	3277162	147348	132236
HG02262	114519	109591	62795	3294004	148121	133261
HG02265	107962	107627	60694	3197749	143836	130365
HG02266	107797	107924	61434	3224645	144679	130790
HG02271	114731	107677	61997	3231059	145621	131282
HG02272	109764	105806	60773	3167842	142251	128551
HG02274	122986	117250	65160	3622346	163175	144750
HG02275	110155	108769	61251	3204487	144165	130297
HG02277	113920	108858	62871	3292339	147901	132952
HG02278	112984	107854	62427	3258201	146685	132386
HG02281	144465	120369	67622	4097277	185180	162366
HG02282	143803	120518	67966	4015814	181651	159770
HG02283	139773	121177	67987	4039142	183022	160740
HG02284	140287	120959	67843	4019461	182002	160212
HG02285	114291	108345	62733	3295409	148336	133423
HG02286	116657	110089	63181	3319016	149682	134026
HG02291	111856	107856	61531	3196345	143964	130142
HG02292	113406	109017	62151	3233371	145340	130997
HG02298	115709	110759	63284	3324124	149632	134240
HG02299	114488	109323	62263	3243871	145906	131321
HG02301	115625	109052	63117	3314300	148894	134428
HG02304	118313	111675	64046	3353217	151245	135502
HG02307	136599	118572	66746	4060080	182878	161120
HG02308	137777	119528	67013	4042326	182366	160120
HG02309	136056	119127	67045	4050107	182845	161072
HG02312	115397	110615	63731	3356751	151273	135679
HG02314	136335	119300	67072	4050717	182666	160685
HG02315	136714	119180	67296	4045589	182701	160662
HG02317	137983	118551	66601	4058937	183662	161388
HG02318	134048	116408	66472	4051167	182942	160855
HG02322	134932	118641	66938	4025256	181851	160135
HG02323	136122	118271	66680	4052005	182685	160935
HG02325	97500	99269	57647	3239803	137477	130204
HG02330	135989	119501	66863	4043525	182317	160318
HG02332	141173	120967	67704	4067810	184292	161716
HG02334	134038	118818	66972	3976856	178797	158099
HG02337	136268	119092	66906	4042358	182348	160587
HG02339	135819	118030	65727	4026835	181510	159851
HG02343	98006	100304	58590	3254687	138578	130780
HG02345	116626	112486	64408	3447660	155193	138675
HG02348	114190	108909	62650	3269774	147339	132784
HG02351	115557	109567	63535	3333930	149515	134591
HG02353	117619	110083	63649	3346943	150016	135425
HG02355	115872	109202	63401	3319692	148765	134447
HG02356	118010	110412	63669	3325417	149404	134841
HG02358	110772	109431	62799	3330123	149686	135146
HG02360	117752	110366	63822	3330085	149748	135098
HG02364	116666	109752	63211	3328530	149131	134554
HG02367	116470	109540	63589	3328232	149494	134617
HG02371	115169	109096	63114	3320792	149525	134162
HG02373	118128	110271	63461	3334494	150047	134790
HG02374	117324	109832	63604	3333336	149412	134667
HG02375	116738	110019	63401	3321293	149574	134263
HG02379	116581	109750	63347	3326217	149462	134385
HG02380	114312	108170	62590	3262545	146710	131703
HG02382	116737	109900	63390	3336584	150169	134951
HG02383	116842	110261	63266	3327216	149617	134672
HG02384	116401	110045	63343	3324819	149428	134602
HG02385	114417	109121	63154	3312867	148842	133615
HG02386	116619	109781	63225	3334823	149655	135096
HG02389	115236	109042	63235	3316878	148676	134273
HG02390	116234	109966	63226	3319758	148551	134563
HG02391	116331	109123	63087	3318082	148849	134077
HG02392	115983	109085	62927	3298477	147791	133700
HG02394	116083	109868	63294	3326751	149317	134571
HG02395	116232	110192	63555	3343052	150039	135462
HG02396	115258	109497	63090	3316072	149536	134325
HG02397	113310	108620	62783	3305318	147947	133884
HG02398	117668	110391	63476	3329179	149400	134769
HG02399	115800	110041	63298	3331147	150015	134821
HG02401	116239	109634	63665	3334400	149893	134807
HG02402	115646	109791	63305	3326174	149525	134678
HG02405	110893	109659	62814	3308465	148586	133399
HG02406	116594	109881	63267	3320314	148819	134221
HG02407	117104	109995	63896	3344381	149698	135310
HG02408	119221	110934	63122	3341072	150080	135081
HG02409	116054	109574	63237	3330080	149580	134565
HG02410	120947	111307	63101	3331181	149913	134880
HG02419	141301	121245	67879	4060675	184508	161542
HG02420	96179	100103	58415	3194558	136004	128426
HG02425	119873	112120	63592	3400084	152835	136922
HG02427	139239	119827	67218	4044672	182907	160955
HG02429	139607	119979	67182	4063102	183632	161340
HG02433	98416	100279	58383	3270227	139276	131466
HG02436	97770	99549	57740	3257855	138516	130684
HG02439	137144	121325	66763	4068202	183951	161541
HG02442	97815	99686	57800	3257390	138792	130964
HG02445	97251	99302	57943	3230581	137304	129439
HG02449	139328	119044	67115	4063778	183294	161233
HG02450	141348	119676	67014	4059198	183572	161286
HG02455	134201	119551	66164	4004689	181158	159638
HG02461	141426	121459	67254	4049184	183289	160938
HG02462	142751	122676	67933	4072319	184804	162201
HG02464	142953	122097	67352	4086967	185134	162197
HG02465	141918	122029	67507	4084749	185168	161998
HG02470	139435	119310	67018	4062558	183515	161433
HG02471	139734	119667	67053	4052942	182770	160556
HG02476	135516	120384	66379	4033623	181940	160623
HG02477	135617	120073	66267	4031641	182523	160224
HG02479	137202	117843	66749	4063017	183583	161363
HG02481	136905	121039	66331	4059907	183679	161541
HG02484	138735	118871	67283	4050894	183639	161129
HG02485	135371	118108	67044	3959364	178680	158063
HG02489	138627	119557	67170	4032388	182065	159999
HG02490	120207	114231	64418	3363138	152163	136175
HG02491	121308	115189	64793	3413221	153846	138153
HG02493	118953	112489	64537	3414808	154060	138431
HG02494	116794	111475	64394	3390520	152744	136737
HG02496	136036	117320	66621	4064594	183097	161064
HG02497	136818	117557	66566	4070140	183207	161025
HG02501	130586	118185	66448	3996862	180629	158545
HG02502	132257	118588	66591	4004030	180600	159421
HG02505	133259	118582	66562	4043185	182293	160421
HG02508	137664	118880	66879	4068465	184013	161487
HG02511	133874	116237	66342	4059662	182920	160572
HG02512	114079	109789	63094	3313000	148863	134219
HG02513	117567	111305	63856	3342084	150813	135581
HG02521	114624	110283	63590	3334119	150203	134694
HG02522	119586	111993	64292	3350360	150900	135579
HG02536	131715	118328	66416	3993000	179451	158478
HG02537	143432	119943	67658	4096166	185526	162876
HG02541	135948	118564	67257	4014502	181072	158957
HG02545	136452	120334	65940	4053906	183070	160996
HG02546	136494	119874	66141	4056421	183070	161047
HG02549	139759	118878	67024	4078244	184584	161932
HG02554	139493	119451	67304	4034902	182319	160417
HG02555	137110	118632	67343	4048512	182700	160975
HG02557	134968	119208	65929	4068537	183330	161272
HG02558	136638	120140	66371	4056135	183004	161265
HG02561	140468	121757	67576	4066187	184099	161751
HG02562	143521	122257	67895	4069089	184948	161843
HG02568	137363	118150	66836	4040589	182660	160507
HG02570	142737	122008	67676	4092443	185413	162350
HG02571	142529	121764	67343	4079406	184978	162162
HG02573	141975	121675	67397	4072542	184299	161692
HG02574	142236	121743	67674	4069955	184211	161595
HG02577	133879	119651	66258	3994533	180089	159164
HG02580	135221	118207	66903	4025538	181109	160143
HG02582	142293	121819	67931	4077063	184801	161713
HG02583	141482	121217	67171	4070657	184024	162139
HG02585	142649	122030	67349	4077955	184422	162411
HG02586	143032	122963	67637	4054408	183839	161057
HG02588	142090	121565	67326	4069362	184670	162051
HG02589	142187	121883	67775	4075950	184671	161776
HG02594	144365	123656	68511	4097296	185879	162502
HG02595	141146	121529	67554	4055170	183733	161387
HG02597	112107	110942	63384	3377432	151719	136146
HG02600	121378	115165	65120	3425709	154293	138416
HG02601	122823	115816	65116	3434526	155334	139010
HG02603	122221	114842	64882	3403757	153457	137313
HG02604	116394	110958	62850	3271296	147487	132649
HG02610	142000	121908	67785	4080076	184754	162183
HG02611	143089	121485	67390	4044267	183460	161078
HG02613	141522	121634	67290	4051364	183907	160867
HG02614	141029	121876	67548	4059992	184075	161117
HG02620	142745	122144	67667	4081779	185136	162263
HG02621	142661	122384	67877	4098362	185206	162707
HG02623	144037	122434	67675	4057706	184027	161435
HG02624	142075	121896	67694	4086476	185154	162398
HG02628	142029	122093	67461	4086458	185089	162000
HG02629	142994	122290	67746	4098476	185574	162968
HG02634	142388	121896	67804	4068204	184261	161768
HG02635	144810	122793	67888	4075414	184826	162770
HG02642	141683	121721	67773	4072916	183830	161831
HG02643	141334	121689	67897	4065892	183400	161595
HG02645	142817	121952	67553	4072989	184836	161826
HG02646	142459	122137	67568	4075312	184208	161762
HG02648	115087	109718	63239	3346663	150576	135074
HG02649	113958	109261	63179	3320098	149525	134575
HG02651	117366	111360	64056	3413314	153512	137631
HG02652	116534	111231	64248	3418303	153635	137680
HG02654	121350	114911	64860	3404084	153726	137422
HG02655	118029	111956	63327	3326135	149969	134657
HG02657	120705	115076	65227	3421386	154146	138355
HG02658	117090	110911	62754	3261376	147658	132502
HG02660	119578	114027	64300	3385837	152397	136738
HG02661	121717	114912	65071	3421205	154899	138194
HG02666	143338	122916	67876	4080317	185047	162205
HG02667	138634	119601	66642	3984539	180418	158848
HG02675	141984	121577	67613	4069030	184231	161785
HG02676	142972	122502	67933	4067522	184837	161735
HG02678	140052	120373	66619	3999123	181031	159244
HG02679	142980	122051	67766	4077240	184917	161738
HG02681	116175	110735	64158	3392455	152127	136980
HG02682	116185	111253	64141	3387696	152521	136312
HG02684	115405	110575	62374	3259012	146851	132373
HG02685	118471	112506	63586	3339227	150757	135263
HG02687	120823	114834	64959	3409219	153465	137535
HG02688	121985	114568	64993	3401713	153585	137748
HG02690	114745	108973	62973	3318611	149279	134809
HG02691	116667	110490	63971	3390745	152284	137017
HG02694	109470	108432	61828	3292665	147668	133259
HG02696	122024	114812	65164	3424412	154684	137813
HG02697	121218	115040	64818	3406852	154256	137415
HG02699	115772	109147	62996	3324158	149618	134313
HG02700	115753	110532	63958	3398753	152957	136654
HG02702	142561	122617	67739	4066918	184380	161961
HG02703	144058	122817	67681	4070777	184668	161757
HG02715	142283	121594	67480	4083125	185069	162312
HG02716	142854	122165	67636	4090101	185387	162438
HG02721	143517	122027	67935	4075444	184763	161869
HG02722	144128	122909	67894	4102462	185670	162637
HG02724	120364	113838	64763	3408598	153899	137674
HG02725	121726	114713	64894	3413829	154152	137769
HG02727	119548	114578	64655	3417319	153445	138083
HG02728	120307	114228	64639	3414073	153731	138256
HG02731	113177	111888	64023	3416257	153959	137693
HG02733	120744	114102	64515	3396243	153183	136777
HG02734	117203	111754	63010	3286365	148714	133561
HG02736	115754	110862	64035	3402096	152697	137459
HG02737	117033	111501	64159	3403767	152854	137285
HG02756	142517	121461	67687	4071868	184594	161754
HG02757	141484	121320	67587	4067543	184216	161634
HG02759	136578	117237	65738	3987987	179847	158520
HG02760	139337	118922	66748	4075816	184261	161712
HG02763	131834	116972	65383	3990270	179338	158314
HG02768	142710	122380	67887	4089177	185558	162438
HG02769	140458	120888	67286	4062991	184003	161856
HG02771	142414	121739	67461	4089489	185504	162416
HG02772	142011	121450	67472	4082302	184695	162368
HG02774	117049	112545	64506	3416681	153751	138081
HG02775	118204	111498	64409	3413971	153469	137827
HG02778	113222	111486	63783	3393953	152243	137103
HG02780	110788	109481	62312	3320887	149048	134018
HG02783	121191	114630	64735	3405330	154010	137662
HG02784	121706	114552	64691	3404123	154119	137573
HG02786	120892	113908	64262	3404138	154152	137643
HG02787	120539	114612	64804	3393254	153101	137100
HG02789	121487	114870	64797	3424020	154430	138460
HG02790	120806	114700	64728	3403257	154069	138072
HG02792	119173	112559	64345	3422730	154058	138084
HG02793	119024	111647	64353	3424886	154507	138427
HG02798	142423	122109	67693	4092647	185726	162409
HG02799	142018	121978	67499	4074388	184782	161892
HG02804	143284	122382	67736	4106114	185695	163130
HG02805	139356	119958	66043	3999370	180910	159541
HG02807	141012	121718	67506	4069998	184176	162325
HG02808	140150	120720	67014	4030131	182486	160435
HG02810	139267	120278	66860	3962970	179539	157884
HG02811	140364	120900	67270	4096746	186070	162855
HG02813	136689	120492	65737	4066241	183186	161436
HG02814	137162	120970	65910	4081876	184248	162233
HG02816	135583	119435	66106	4065618	183193	161261
HG02817	135113	120074	65876	4057294	183043	161199
HG02819	136003	120133	65554	4073467	184677	162130
HG02820	135747	119908	65753	4069470	184152	161908
HG02836	136223	120478	66310	4059675	183645	161426
HG02837	134574	119042	64623	3979773	179160	158741
HG02839	137579	121122	66139	4063014	183375	161311
HG02840	136148	119746	65761	4058713	182753	160838
HG02851	137202	121170	66780	4092336	186171	163296
HG02852	135539	119794	65559	4036820	181944	160778
HG02854	137272	121037	65961	4092452	184989	162105
HG02855	136686	120526	65911	4067357	183542	161225
HG02860	137157	120483	66223	4054809	183425	160883
HG02861	136009	120309	65899	4061734	183680	161353
HG02870	133113	117915	66046	4050228	182644	160868
HG02878	140321	120210	66570	4073007	184167	162099
HG02879	142091	120284	66370	4057759	183154	161169
HG02881	138367	117704	66258	4037163	181749	160529
HG02882	138142	118612	66674	4077035	183968	161666
HG02884	135660	120101	65684	4063673	183106	161141
HG02885	136025	120047	65743	4064688	184249	161570
HG02887	135666	120006	65762	4058915	183606	161693
HG02888	136758	120408	65923	4052957	183355	161613
HG02890	137265	120816	65814	4066258	184300	162087
HG02891	135531	118902	65851	4060966	183195	161286
HG02895	135544	119549	66102	4048685	182760	160957
HG02896	135830	119622	65620	4047809	182369	161170
HG02922	143341	121997	67811	4107205	186356	163487
HG02923	142400	121803	67320	4060122	184407	161611
HG02938	141990	120044	66355	4083466	184856	162123
HG02941	140388	119916	66398	4091808	185523	162540
HG02943	141871	121463	67283	4083526	184979	162130
HG02944	142355	121699	67668	4072344	185081	161201
HG02946	138800	121206	66001	4094787	185363	162330
HG02947	139354	121463	66577	4111753	186214	163183
HG02952	138546	121441	66095	4086572	184264	162384
HG02953	135167	119865	66038	4063458	184216	161245
HG02968	137434	117971	66641	4073938	184076	161569
HG02970	136587	119743	65928	4083048	184341	161861
HG02971	134937	119303	65711	4072796	184509	161649
HG02973	143024	122102	67738	4089474	185405	162752
